1	1.25	3.33	5.36	3.1	2.17	1.82	1.2	0.89	0.35	0.31	0.53	0.12	0	0.65
1	0.57	2.26	12.41	12.29	4.36	2.04	1.26	0.77	0.71	0.38	0.5	0.94	0.12	1.56
1	0.58	1.1	3.9	8.28	5.85	3.04	2.04	0.99	0.53	0.37	0.08	0.12	0.19	0.39
1	0.52	1.46	1.78	4.08	6.55	3.94	1.5	0.72	0.33	0.18	0.19	0.05	0.11	0.35
1	0.2	1.9	2.07	1.71	2.08	4.05	4.24	1.26	0.81	0.67	0.79	0.15	0.1	1.04
1	0.77	1.43	6.73	4.96	1.6	0.89	0.79	0.71	0.28	0.05	0.17	0.08	0.03	0.28
1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1	3.18	1.73	4.84	3.11	1.48	0.76	0.44	0.22	0.47	0.42	0.12	0.09	0.08	0.29
1	0.47	4.39	4.51	3.32	1.92	1.12	0.47	0.32	0.12	0.15	0.1	0.04	0.03	0.17
1	0.4	1.43	9.25	6.67	5.7	3.09	1.79	0.99	0.21	0.17	0.21	0.38	0.14	0.73
1	0.6	2.13	7.65	15.71	6.7	4.06	1.47	0.29	0.1	0.04	0.04	0.09	0.01	0.14
1	0.15	4.7	6.55	2.46	5.08	1.92	1.41	0.48	0.1	0.08	0	0.02	0.01	0.03
1	5.32	2.94	8.88	5.82	3.22	3.38	1.75	0.96	0.17	0.26	0.02	0.04	0	0.06
1	1.58	18.42	11.49	16.61	6.43	4.5	3.09	2.36	0.56	0.28	0.07	0.01	0	0.08
1	0.85	3.33	11.33	4.74	2.22	1.15	0.43	0.94	0.48	0.07	0	0.01	0	0.01
1	0.11	4.55	9.11	12.6	3.32	1.36	1.07	0.36	0.5	0.06	0.01	0	0	0.01
1	0.98	2.4	6.1	5.27	5.45	2.31	0.81	0.25	0.14	0.16	0.01	0	0	0.01
IO								
1997	2016							
1	1	0.3	0.3					
1	14
1	0.32	1.68	2.44	1.01	0.46	0.25	0.26	0.21	0.12	0.04	0.01	0	0	0.01
1	0.72	1.28	6.28	7.4	4.91	3.53	1.73	2.19	2.43	0.38	0.26	0.06	0.03	0.35
1	1.31	3.05	2.52	2.26	2.41	2.12	1.54	0.39	0.68	0.52	0.07	0.02	0.02	0.11
1	1.38	3.84	6.66	3.52	2.24	1.75	1.11	0.8	0.31	0.28	0.46	0.11	0	0.57
1	0.99	2.88	11.44	10.58	3.71	1.74	1.08	0.66	0.6	0.32	0.43	0.8	0.1	1.33
1	0.79	1.53	3.72	7.08	4.95	2.58	1.73	0.85	0.45	0.31	0.07	0.11	0.16	0.34
1	0.61	2.62	2.24	3.67	5.88	3.51	1.34	0.63	0.28	0.16	0.17	0.04	0.09	0.3
1	0.33	2.24	2.5	1.85	1.93	3.49	3.61	1.08	0.68	0.57	0.67	0.13	0.09	0.89
1	0.8	1.63	7.32	7.27	3.49	2.08	1.52	1.2	0.41	0.09	0.15	0.06	0.03	0.24
1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1	3.31	2.34	5.33	3.26	2.11	1.14	0.76	0.35	0.56	0.37	0.12	0.1	0.07	0.29
1	0.55	4.09	4.3	3.27	1.99	1.22	0.5	0.34	0.12	0.14	0.08	0.04	0.02	0.14
1	1.44	2.47	8.64	5.81	4.91	2.65	1.53	0.84	0.18	0.15	0.18	0.32	0.12	0.62
1	0.68	2.76	7.75	13.95	5.87	3.53	1.27	0.25	0.08	0.03	0.03	0.07	0.01	0.11
1	0.19	4.63	6.37	2.56	5.46	2.04	1.42	0.49	0.09	0.08	0	0.02	0.01	0.03
1	5.5	3.99	11.21	6.37	3.34	3.39	1.76	0.94	0.16	0.25	0.01	0.04	0	0.05
1	3.14	19.94	12.11	16.14	5.83	4.04	2.72	2.06	0.48	0.24	0.06	0.01	0	0.07
1	1.44	5.21	11.03	4.54	2.23	1.11	0.41	0.83	0.42	0.06	0	0.01	0	0.01
1	0.41	4.9	8.47	10.97	2.87	1.17	0.92	0.31	0.43	0.06	0.01	0	0	0.01
1	1.07	2.58	5.98	4.62	4.71	2	0.69	0.22	0.12	0.14	0.01	0	0	0.01
